title,GDA Final Exam (Summer 2017),gda,final
question,option_a,option_b,option_c,option_d,option_e,option_f,correct,image
"In a Baume Type I primary dentition consisting of all 20 primary teeth with a mesial step, a Class I molar relationship is achieved by:",the first permanent molars erupting into an end-to-end relationship followed by an early mesial shift.,the first permanent molars erupting into a Class I molar relationship.,the first permanent molars erupting into an end-to-end relationship followed by a late mesial shift,a Class I molar relationship can not be achieved with the described primary dentition.,,,B,
Maxillary anterior diastemas may normally close in association with:,the eruption of the maxillary first permanent molars,the eruption of the maxillary second premolars,the eruption of the maxillary permanent canines,the eruption of the mandibular lateral incisors,,,C,
There are several recurring eruption sequences of mandibular teeth the most favorable and common of which is: the first permanent molar followed by the permanent incisors followed by the…,"first premolars, followed by the permanent canines, followed by the second premolars, followed by the second permanent molars.","permanent canines, followed by the first premolars, followed by the second premolars, followed by the second permanent molars.","permanent canines, followed by the second premolars, followed by the first premolars, followed by the second permanent molars.","permanent canines, followed by the first premolars, followed by the second permanent molars, followed by the second premolars.",,,B,
There are several recurring eruption sequences of maxillary teeth the most favorable and common of which is: the first permanent molar followed by the permanent incisors followed by the…,"first premolars, followed by the second premolars, followed by the permanent canines, followed by the second permanent molars.","permanent canines, followed by the first premolars, followed by the second premolars, followed by the second permanent molars.","permanent canines, followed by the second premolars, followed by the first premolars, followed by the second permanent molars.","first premolars, followed by the permanent canines, followed by the second premolars, followed by the second permanent molars.",,,A,
Which of the following primary molar relationship is expected to result in a Class II molar relationship in the permanent dentition?,mesial step,straight terminal plane,distal step,end to end shift,,,C,
A 28 year old pregnant female is concerned about the state of her future baby's dentition following a very high fever she sustained during her 2nd trimester. Her obstetrician or dentist should let her know:,only the child's primary 1st and 2nd molars will likely be effected (if at all).,only the child's primary incisors and primary canines will likely be effected (if at all).,"only the child's permanent central incisors, permanent canines, and permanent 1st molars will likely be effected (if at all).","only the child's primary incisors, primary canines and primary 1st molars will be affected (if at all).",,,D,
The most prevalent primary dentition is:,"Type I, straight terminal plane","Type II, straight terminal plane","Type I, mesial step","Type II, mesial step","Type I, distal step","Type II, distal step",A,
Agenesis of one or more 3rd molars is often associated with which of the following except:,delayed formation of other posterior teeth,difference in development sequences,reduction in size of other teeth,Amelogenesis Imperfecta,,,D,
The average dental arch length is smaller at age 18 years than at age 3 years in both males and females.,True,False,,,,,A,
The average dental arch breadth is larger at age 18 years than at age 3 years in both males and females.,True,False,,,,,A,
Which of the following statements regarding this photo is true?,both arrows point to examples of gemination,both arrows point to examples of fusion,one arrow points to an example of gemination and the other arrow points to an example of fusion,,,,B,images/gda-final-summer-2017/fig60.jpeg
"Sally, a 33 year old female, reports growing up in a fluoridated community and taking fluoride supplements as a child. Additionally, while her mom was abroad for work, her dad was responsible for brushing Sally's teeth. Her mom tells the story that when she returned from her business trip she was shocked to learn how much toothpaste her husband had been putting on Sally's toothbrush and that he had not been encouraging Sally to spit it out after brushing. After that her mother resumed tooth brushing duties. According to the above intraoral photo of Sally, which of the following ages is closest to how old Sally must have been when her mother went abroad for work?",6 moths old,24 months old,36 months old,48 months old,,,B,images/gda-final-summer-2017/fig61.jpeg
What color stain can Tetracycline produce on developing teeth:,purple-brown,green,blue-gray,greyish-yellow,,,D,
What color stain can Erythropoietic Porphyria produce on developing teeth:,purple-brown,green,blue-gray,greyish-yellow,,,A,
What color stain can RH Incompatibility produce on developing teeth:,purple-brown,green,amber-blue-gray,greyish-yellow,,,B,
