title,Oral Pathology Exam 1 (Spring 2023),oralpath,exam1
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following conditions is associated with macroglossia?,Down syndrome,Beckwith-Wiedemann syndrome,Cretinism,Mucopolysaccharidosis,All of the options,E,
Which is true of the following statements: Statement 1: HPV 8 is the most common strain to cause Oropharyngeal Squamous Cell Carcinoma Statement 2: Squamous cell carcinomas of the lip vermilion have a better 5-year survival rate than those of the oral cavity.,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,D,
Which of the following can be caused by use of Betel Quid/Paan/Areca nut products?,Oral submucous fibrosis,Oral hairy leukoplakia,Squamous papilloma,Geographic tongue,Aphthous ulceration,A,
Which of the following is a long-acting nicotine replacement product?,Patch,Gum,Spray,Lozenge,Cigarette,A,
Which is true of the following statements: Statement 1: 0.5 mg Valacyclovir is a prescription-based smoking cessation product Statement 2: Long-acting nicotine replacement products and short acting nicotine replacement products should never be combined,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,B,
Which is true of the following statements: Statement 1: Cancer is a heritable disease of cell proliferation Statement 2: Cancer cells don't have contact inhibition.,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,A,
True or False:There are vaccines that can prevent the development of cancer.,True,False,,,,A,
Which is true of the following statements: Statement 1: Higher oxygen levels limit the degree of radiation's “killing power” Statement 2: Ionizing radiation works directly on DNA by inducing mutations,Both statements are true,Both statements are false,Statement 1 is true and statement 2 is false,Statement 1 is false and statement 2 is true,,D,
True or False: Brachytherapy is Xray therapy administered at a distance from the body,True,False,,,,B,
Which of the following would be diagnostic of AIDS in a patient with known HIV?,Kaposi Sarcoma of the oral cavity,CD4 count of 350 cells/uL,CD4 T-cells comprising 20% of cells,Oral candidiasis,,A,
Which of the following is the causative agent in oral hairy leukoplakia?,EBV,HIV,HPV,HSV,VZV,A,
The autoantibodies directed against desmoglein 1 and 3 which target intraepithelial attachment proteins are seen in which condition?,Pemphigus vulgaris,Lichen planus,Systemic lupus erythematosus,Mucous membrane pemphigoid,,A,
Which of the following can trigger erythema multiforme?,Herpes simplex virus,Mycoplasma pneumonia,Antibiotics,NSAIDs,All of the options,E,
Which of the following conditions can present with a desquamative gingivitis?,Lichen planus,Pemphigus vulgaris,Mucous membrane pemphigoid,All of the options,,D,
Squamous papilloma of the oral cavity is a premalignant condition,True,False,,,,B,
Which of the following is NOT associated with HPV?,Verruciform Xanthoma,Oropharyngeal squamous cell carcinoma,Condyloma acuminatum,Squamous papilloma,Verruca vulgaris,A,
What is the treatment of choice for “severe dysplasia” according to our lecture slides?,Monitor,Fully excise,Radiation therapy,Chemotherapy,Ignore,B,
True or False: The HPV vaccine can successfully prevent most tongue cancers,True,False,,,,B,
Which of the following carcinogenic factors is known to have the strongest association with the development of oral cavity squamous cell carcinoma?,UV light,Smoking,Human papilloma virus,Mycobacterium tuberculosis,,B,
Squamous cell carcinoma may be present in bone.,True,False,,,,A,
"All of the following are standard treatments for oral squamous cell carcinoma in the United States, EXCEPT one. Which one is the EXCEPTION?",Surgery,Radiation,Chemotherapy,Ozone therapy,,D,
"A patient will be undergoing radiation therapy as part of their management for oral squamous cell carcinoma five weeks from today. They have a carious, non-restorable #30. When should it be extracted?",Within 2 weeks of today,Within 3 weeks of today,Within 4 weeks of today,Within 5 weeks of today,,A,
"All of the following are clinically identifiable underlying causes of hyperkeratosis, EXCEPT one. Which one is the EXCEPTION?",Irritation from a denture,A sharp tooth,A patient habit,Mutation of p53 and Rb in the involved cells,,D,
Which of the following is a feature of proliferative verrucous leukoplakia?,Association with smoking,Infrequent recurrence following excision,Association with HPV,Higher rates of transformation than general leukoplakia,,D,
Which is the best term to describe the lesion on this patient's right buccal mucosa?,Ulcer,Leukoplakia,Papillary nodule,Macule,,A,images/oralpath-exam1-spring-2023/fig37.jpeg
"The patient in the clinical image is a female of 58 years. She has no prior history of oral diseases beyond caries. The lesion was identified six weeks ago and is non-painful. It has shown minimal change since it was first observed and no other lesions have developed in her oral cavity. Based on the available information, which of the following entities should be the HIGHEST on your differential diagnosis?",Aphthous ulcer,Geographic tongue,Secondary intraoral herpes,Epithelial dysplasia,Mucous membrane pemphigoid,D,images/oralpath-exam1-spring-2023/fig38.jpeg
"The patient in the clinical images is a male of 32 years. The gingival changes have been present for approximately three-weeks and are causing mild-to-moderate sensitivity. Peridex (chlorhexidine oral rinse) was ineffective at relieving the lesions. Based on the available information, which of the following should be the HIGHEST on your differential diagnosis?",Lichen planus,Erythema multiforme,Squamous cell carcinoma,Secondary intraoral herpes,Squamous papilloma,A,images/oralpath-exam1-spring-2023/fig39.jpeg
Which of the following oral lesions has the potential to transform into squamous cell carcinoma?,Squamous papilloma,Multifocal epithelial hyperplasia,Condyloma acuminatum,Moderate epithelial dysplasia,,D,
