title,Removable Prosthodontics Final Exam (Fall 2018),rempros,final
question,option_a,option_b,option_c,option_d,option_e,correct,image
Which of the following are possible contraindications to fabrication of Immediate dentures? (select all that apply),Patients with physical or mental limitations that keep them from using a removable prosthetic,Patients that demand no disruptions in their lifestyle,Patients who have severe bone loss,Patients with unmanaged bleeding disorders,,D,
"Typically, when fabricating an immediate denture, anterior esthetics can be assured by a pre-operative try in",True,False,,,,B,
Which of the following are true of immediate dentures? (select all that apply),They can totally and immediately restore a patient to full function,They help guide healing and control swelling,They allow the patient to have better social interactions,They can help the dentist to evaluate proper occlusal dimensions,,D,
The reciprocal arm of a direct retainer is:,Above the height of contour,At the height of contour,Below the height of contour,,,A,
"The depth of the occlusal rest will be deepest towards the center of the tooth, and be about?",1.0 mm,1.5 mm,2.0 mm,2.5mm,,C,
When we prepare an occlusal rest the marginal ridge is reduced:,1.0 mm,1.5 mm,2.0 mm,,,B,
Ideally we should like to place the flexible portion of a circumferential clasp:,.03 mm into the infrabulge,.01 mm into the infrabulge,.01 inch into the infrabulge,.02 inch into the infrabulge,,C,
The infrabulge area is that area:,That area occlusal to the height of contour,That area that is gingival to the height of contour,The survey line,,,B,
Rests for a class IV RPD should be:,Anterior only,Posteriorly only,Anteriorly and posteriorly,,,C,
Guide planes should be placed on all available proximal surfaced adjacent to edentulous areas?,True,False,,,,A,
A major connector: (select all that apply),Must be ridged,Connects all parts of the RPD,Always contacts the soft tissue,Is relieved from the free margin of the gingiva,,D,
Which Kennedy classification cannot have MODIFICATIONS,Class I,Class II,Class III,Class IV,,D,
All rests MUST be in prepared seats:,True,False,,,,A,
Cross arch stabilization is always necessary for an RPD:,True,False,,,,A,
"When we do mouth modifications on the tooth for a direct retainer unit, we first prepare:",The occlusal rest,The marginal ridge,The guide plane,,,C,
The width of an occlusal rest should be?,½the buccal -lingual width of the tooth,1/3 the buccal- lingual width of the tooth,¾the buccal-lingual width of the tooth,,,B,
An ideal direct retainer must cover:,270 degrees of the tooth,180 degrees of the tooth,At least 980 degrees of the tooth,Only the buccal,,B,
A lingual plate major connector will:(select all that apply),Helps stabilize the lower anterior teeth,Can act as an indirect retainer,Can make it easier to replace lower anterior on the partial,Let us have a ridged major connector if there is not enough room for a lingual bar,,D,
A maxillary major connector should be:,3mm from the free margin of the gingiva,6 mm from the free margin of the gingiva,Made to contact the free margin of the gingiva,,,B,
"We should place an indirect retainer, to resist rotation:",On a tooth adjacent to the fulcrum line,On a tooth perpendicular to the fulcrum line,Not necessary,,,B,
The “Fulcrum” line about which the RPD may rotate:,Is a line from the two most anterior occlusal rests,Is a line connecting the two most posterior rests,Is a line connecting the tips of the posterior clasps,,,B,
On the Mandible the major connector will:,Contact the soft tissue,Be relieved from the soft tissue,May or may not contact soft tissue,,,B,
A Kennedy class II RPD is:,Bilateral free end saddle,Unilateral free end saddle,Tooth borne RPD,,,B,
The MAIN purpose of an RPD is:,To replace the masticatory function,Restore VDO,Maintain the existing dentition,,,C,
